id,name,email,language_id,description,latitude,longitude,type_id,subtype_id,subtype_google,phone_number,website_address,from_google_place,valid,created_at,updated_at,address,image_file_name,image_content_type,image_file_size,image_updated_at
228,Praia de Graçandú,,2,"Litoral Norte-Praia calma, não possui infraestrutura turística, logo se revela como uma boa opção para quem quer apenas relaxar sem muitos banhistas por perto.",-5.6676965,-35.2195118,10,92,,,,false,true,2016-03-28T12:49:51.928Z,2016-03-28T12:49:51.928Z,"Graçandú, Extremoz/RN",resource,image/jpeg,202852,2016-03-28T12:49:51.777Z
230,Potiguares Restaurante,,2,O cardápio variado com foco nas carnes e nos frutos do mar.,-5.817488,-35.226818,9,87,,(84) 3301-3331,,false,true,2016-03-28T12:49:54.322Z,2016-03-28T12:49:54.322Z,"R. dos Potiguares, 2372 - Lagoa Nova, Natal - RN, 59062-280",resource,image/jpeg,10170,2016-03-28T12:49:54.215Z
231,Tribo Roots,,2,"Reggae, rock, hip-hop, embalam o ambiente com um público jovem.",37.4954484,-88.4185709,10,65,,(84) 9981-2114,https://www.facebook.com/triborootsbar?fref=ts,false,true,2016-03-28T12:49:55.500Z,2016-03-28T12:49:55.500Z,"Avenida Senador Salgado Filho, Tirol, Natal/RN - CEP: 59015-000",resource,image/png,74716,2016-03-28T12:49:55.309Z
233,Ster Bom Sorvetes Finos,,2,Sorveteria potiguar que serve sorvetes de marca própria. Confira demais lojas no site.,-5.816272,-35.211468,9,81,,(84) 3206-4810,sterbom.com.br/,false,true,2016-03-28T12:49:58.789Z,2016-03-28T12:49:58.789Z,"Shopping Center Natal Sul, Lagoa Nova, Natal/RN - CEP: 59056-902",resource,image/jpeg,712394,2016-03-28T12:49:58.432Z
234,Igreja São Pedro,,2,"Primeira igreja católica do século xx inaugurada no dia 4 de maio de 1919, famosa no bairro do Alecrim por suas badaladas alinharem os horários de afazeres dos seus habitantes.",,,10,115,,(84) 3615.2816,www.saopedrorn.com.br/,false,true,2016-03-28T12:50:01.096Z,2016-03-28T12:50:01.096Z,"Rua Presidente Sarmento - Alecrim, Natal - RN, 59032-400",resource,image/jpeg,457051,2016-03-28T12:50:00.697Z
235,Natal Câmbio,,1,Currency Exchange House.,37.4954483,-88.4185702,2,50,,(84) 3232-3550,,false,true,2016-03-28T12:50:02.042Z,2016-03-28T12:50:02.042Z,"Avenida Senador Salgado Filho, Lagoa Nova, Natal/RN - CEP: 59075-000",resource,image/png,38802,2016-03-28T12:50:01.875Z
236,Praia de Camurupim,,2,"Litoral Sul-Praia a 30 km de distância de Natal, cercada por arrecifes, com maré baixa, é ideal para crianças aproveitarem um banho nas piscinas naturais.",-6.0914724,-35.100379,10,92,,,,false,true,2016-03-28T12:50:03.623Z,2016-03-28T12:50:03.623Z,Nísia Floresta/RN,resource,image/jpeg,173433,2016-03-28T12:50:03.375Z
232,Gourmet Burger,gourmetburguer@gourmetburguer.com,2,"Sanduicheria localizada em Capim Macio, oferece sanduíches feitos com hambúrgueres artesanais.",-5.8729641,-35.1822545,9,3,,(84) 3642-3339,www.gourmetburguer.com.br,false,true,2016-03-28T12:49:56.721Z,2016-04-08T17:50:31.788Z,"Av. Engenheiro Roberto Freire, 2925a - Capim Macio, Natal - RN, 
59078-600",resource,image/jpeg,111373,2016-03-28T12:49:56.559Z
237,Cascudo Bistrô,,2,"Bistrô aconchegante e comida deliciosa, com excelente carta de vinhos. Dá uma pausa no funcionamento, de terça à sábado, das 15:30 às 18:00.",-5.7843164,-35.1992531,9,87,,(84) 3202-1005,www.cascudobistro.com.br,false,true,2016-03-28T12:50:04.613Z,2016-03-28T12:50:04.613Z,"Rua Seridó, 740 - (Praça das Flores) Petrópolis, Natal - RN, 59020-010",resource,image/jpeg,8080,2016-03-28T12:50:04.397Z
239,Estuário do Potengi,,1,"Near Natal, the stuary of Potengi river has great natural beauty and can be visited by boat ride. The shipment is made via Redinha beach or from the Iate Clube of Natal by the Barco Escola Chama-Maré project.",-5.7646187,-35.2020229,4,128,,(84) 3202-4402,www.iateclubedonatal.com.br/,false,true,2016-03-28T12:50:07.317Z,2016-03-28T12:50:07.317Z,"Rua Coronel Flamínio, 311, Santos Reis, Natal/RN - CEP: 59010-500",resource,image/jpeg,88768,2016-03-28T12:50:07.080Z
240,Praça Padre João Maria,,2,"Integrou o movimento abolicionista. Fundou a Sociedade Libertadora Norte-Riograndense e a imprensa católica no RN. Conhecido por cuidar de enfermos, carrega devotos até hoje que o consideram o Santo de Natal.",21.4199254,39.6698526,10,78,,,,false,true,2016-03-28T12:50:08.879Z,2016-03-28T12:50:08.879Z,"Praça Padre João Maria, S/N, Cidade Alta - Natal-RN",resource,image/jpeg,126599,2016-03-28T12:50:08.564Z
242,Antigo Liceu Industrial,ifrncidadealta@gmail.com,1,"The building dates probably from the early twentieth century. In 1909, the president, Nilo Peçanha, created the Apprentice Craftsmen Schools throughout the national territory, officially installed in 1910. Currently it hosts the Federal Institute of Science, Education and Technology of Rio Grande do Norte.",13.004931,45.0985874,4,102,,(84) 4005-0970,http://www.ifrn.edu.br/cidadealta,false,true,2016-03-28T12:50:11.330Z,2016-03-28T12:50:11.330Z,"Avenida Rio Branco, Cidade Alta, Natal/RN - CEP: 59025-002",resource,image/jpeg,68621,2016-03-28T12:50:11.170Z
243,Mangues,,1,"The Potiguares mangroves are also an attractive in the city, besides the landscape a visit around them reveals the biodiversity of this ecosystem. In Natal, they can be visited by bordering the Potengi River by boat ride.",-5.9072667,-36.7754294,4,128,,,,false,true,2016-03-28T12:50:12.876Z,2016-03-28T12:50:12.876Z,"In the cities of Natal, Cunhaú, Nísia Floresta, Ceará-Mirim, Guamaré, Galinhos, Açu, Apodi e Mossoró",resource,image/jpeg,300552,2016-03-28T12:50:12.727Z
245,Praia de Graçandú,,1,"This quiet beach reveals itself as a good option for those who just want to relax without many swimmers around, but it has no tourist infrastructure.",-5.6676965,-35.2195118,4,86,,,,false,true,2016-03-28T12:50:15.334Z,2016-03-28T12:50:15.334Z,"Graçandú, Extremoz/RN",resource,image/jpeg,202852,2016-03-28T12:50:15.161Z
246,Praia de Punaú,,1,Reveals a lush landscape in the meeting between the sea and the Punaú River. Located 65 km from Natal. In it you can find restaurants and kayaking or go down with skibunda.,-5.354086,-35.3584371,4,86,,,,false,true,2016-03-28T12:50:16.732Z,2016-03-28T12:50:16.732Z,"Punau, Povoado Punaú, Rio do Fogo/RN - CEP: 59578-971",resource,image/jpeg,123897,2016-03-28T12:50:16.572Z
247,Av. Afonso Pena,,2,"Avenida abriga uma grande quantidade de boutiques e artigos de alta costura, nela também se localizam bistrôs, cafés, restaurantes, hospitais e clinicas.",-5.7979084,-35.2005721,10,95,,,,false,true,2016-03-28T12:50:18.359Z,2016-03-28T12:50:18.359Z,"Avenida Afonso Pena - até 597/598, Petrópolis, Natal/RN - CEP: 59020-065",resource,image/jpeg,444428,2016-03-28T12:50:18.113Z
248,Praia de Tibau do Sul,,1,"Under the red cliffs, Tibau do Sul houses beautiful landscapes and beaches that invite for a swim in the calm waters. Who goes to the south coast can not miss Tibau do Sul, which is 80 km from Natal.",-6.1870177,-35.0935832,4,86,,,,false,true,2016-03-28T12:50:19.487Z,2016-03-28T12:50:19.487Z,Tibau do Sul/RN,resource,image/jpeg,81970,2016-03-28T12:50:19.324Z
250,Praia de Santa Rita,,2,"Litoral Norte-Praia calma situada entre as Praias da Redinha e Genipabu, ainda é pouco utilizada para o turismo, porém não deixa de ser uma boa opção para um dia na praia.",-5.6997478,-35.1947261,10,92,,,,false,true,2016-03-28T12:50:21.358Z,2016-03-28T12:50:21.358Z,Extremoz/RN,resource,image/jpeg,31439,2016-03-28T12:50:21.240Z
252,Lagoa do Bonfim,,2,"A lagoa do Bonfim, maior lagoa do estado do Rio Grande do Norte, situa-se a sul de Natal a aproximadamente 40km de Natal.",,,10,99,,,,false,true,2016-03-28T12:50:23.046Z,2016-03-28T12:50:23.046Z,"Nísia Floresta, RN - Brasil Cep: 59164-000",resource,image/jpeg,19213,2016-03-28T12:50:22.937Z
253,Hospital Varela Santiago,,2,"Hospital Varela Santiago é um hospital filantrópico pediátrico com especialidades ambulatoriais, hospitalares. Aberto 24h.",-5.785013,-35.203544,8,34,,(84) 3209-8200,www.hospitalvarelasantiago.org.br/,false,true,2016-03-28T12:50:24.315Z,2016-03-28T12:50:24.315Z,"Avenida Deodoro da Fonseca, 498, Cidade Alta, Natal/RN - CEP: 59025-600",resource,image/jpeg,68303,2016-03-28T12:50:24.187Z
255,Demetrius Coelho,,1,Art gallery and design.,-5.7826678,-35.2012803,4,48,, (84) 3211-0973,,false,true,2016-03-28T12:50:27.811Z,2016-03-28T12:50:27.811Z,"Rua Seridó, Petrópolis, Natal/RN - CEP: 59020-010",resource,image/jpeg,1221138,2016-03-28T12:50:27.391Z
279,Guinza Blue,,1,Bar next to a place for events with the ideal illumination for a program for two.,37.4954483,-88.4185706,4,56,,(84) 3219-2002,www.guinza.com.br,false,true,2016-03-28T12:50:56.919Z,2016-03-28T12:50:56.919Z,"Rua Ismael Pereira da Silva, Capim Macio, Natal/RN - CEP: 59082-000",resource,image/jpeg,423750,2016-03-28T12:50:56.736Z
238,Memorial Câmara Cascudo,,1,"The memorial is a tribute to Câmara Cascudo, carrying his entire history.",-5.7929629,-35.20553880000019,4,4,,(84)3232-6334,http://cascudo.org.br/,false,true,2016-03-28T12:50:06.030Z,2016-03-28T12:50:06.030Z,"Praça André de Albuquerque, Cidade Alta, Natal/RN - CEP: 59025-580",resource,image/jpeg,51683,2016-03-28T12:50:05.709Z
256,e.Suites Vila do Mar,reservas@villadomar.com.br,1,"Hotel accommodations offer a balcony to the sea, internet/wifi, LED TV, direct dial telephone, 24 hours room service, air-conditioning and a full bathroom.",13.0039005,45.1068496,5,2,,,www.viladomar.com.br/,false,true,2016-03-28T12:50:28.968Z,2016-04-03T02:11:09.177Z,"Avenida Engenheiro Roberto Freire, Ponta Negra, Natal/RN - CEP: 59090-001",resource,image/jpeg,89123,2016-03-28T12:50:28.810Z
244,Boa Viagem,,2,"Casa de câmbio. Conferir no site, outros endereços em Natal.",-5.836203299999999,-35.2115447,8,109,,(84) 2226-6610,http://www.boaviagemcambio.com.br/,false,true,2016-03-28T12:50:13.967Z,2016-04-17T03:24:17.186Z,"Av. Engenheiro Roberto Freire, 2920 - Capim Macio, Natal - RN, 59080-900 - Shopping Cidade Jardim",resource,image/png,38802,2016-03-28T12:50:13.736Z
251,Arituba Turismo,,2,"Pacotes nacionais, internacionais, religiosos, festas/congressos, estudo e trabalho.",-5.8057411,"-35.2051,17",8,68,,(84) 3133-3880,http://www.arituba.com.br/,false,true,2016-03-28T12:50:22.126Z,2016-04-22T15:40:01.942Z,"AV Hermes da Fonseca, 1542, Tirol, Natal/RN - CEP: 59020-650",resource,image/jpeg,11654,2016-03-28T12:50:22.012Z
258,Drogaria Santa Fé,,1,Drugstore service.,-5.7858448,-35.1952796,2,24,,(84) 3202-1416,www.drogariasantafe.com.br/,false,true,2016-03-28T12:50:31.223Z,2016-03-28T12:50:31.223Z,"Avenida Hermes da Fonseca, Petrópolis, Natal/RN - CEP: 59020-000",resource,image/jpeg,43726,2016-03-28T12:50:31.114Z
259,Caixa Econômica Federal,,2,Serviços bancários.,-5.812073,-35.206698,8,40,,(84) 32164900,www.caixa.gov.br/,false,true,2016-03-28T12:50:32.189Z,2016-03-28T12:50:32.189Z,"Avenida Vieira, 3775, Tirol, Natal/RN - CEP: 59015-900",resource,image/jpeg,18887,2016-03-28T12:50:32.020Z
260,Sal & Brasa,natalsalebrasa.natal@hotmail.com,2,"Famosa churrascaria em Natal, reunindo ambiente agradável e um delicioso cardápio com um serviço de excelência ideal para datas especiais e para toda a família.",27.3554699,42.0481444,9,87,,(84) 3217 5919,http://www.salebrasa.com.br,false,true,2016-03-28T12:50:33.290Z,2016-03-28T12:50:33.290Z," Av. Engenheiro Roberto Freire, 1426 - Capim Macio, Natal - RN, 59078-600",resource,image/jpeg,50400,2016-03-28T12:50:33.134Z
261,Passeio de Buggy,,2,"Famoso passeio pelas mais belas praias e paisagens do litoral de nossa cidade. Contato direto com a natureza passando por lagoas e  dunas, que guardam surpresas como dromedários numa paisagem de oásis. Duração de aproximadamente 8h.",,,10,101,,,,false,true,2016-03-28T12:50:34.470Z,2016-03-28T12:50:34.470Z,"Passeio pelas Dunas, Praias e Lagoas do  Litoral Norte e Litoral Sul",resource,image/jpeg,51838,2016-03-28T12:50:34.324Z
263,Sweet Play,natal@sweetplay.com.br,1,"Indoor amusement park located on the first floor of the Natal Shopping. There you will find equipment for children's entertainment, simulators and area for private events.",-5.820643,-35.207907,4,126,,(84) 3235-8269,www.sweetplay.com.br/natal,false,true,2016-03-28T12:50:37.268Z,2016-03-28T12:50:37.268Z,"Avenida Salgado Filho, 2234, Candelária, Natal/RN - CEP: 59064-900",resource,image/jpeg,115126,2016-03-28T12:50:37.113Z
266,Praia de Maracajaú,,1,"Also known as the Natal's Caribbean, the beach is famous for its beauty and the scuba diving in parrachos.",-5.413398,-35.309393,4,86,,,,false,true,2016-03-28T12:50:41.182Z,2016-03-28T12:50:41.182Z,"Maracajaú, Maxaranguape/RN",resource,image/jpeg,194513,2016-03-28T12:50:40.860Z
267,Farofa d' Água,farofadagua1@yahoo.com.br,2,"Ambiente ideal para um excelente almoço ou jantar, atendimento agradável e pratos típicos da cozinha regional.",-5.8720932,-35.1810942,9,87,,(84) 3219-0851,http://www.farofadagua.com.br/,false,true,2016-03-28T12:50:42.842Z,2016-03-28T12:50:42.842Z,"Avenida Praia de Ponta Negra, 8952 Ponta Negra, Natal/RN - CEP: 59094-100",resource,image/jpeg,417571,2016-03-28T12:50:42.642Z
268,Passeio de Buggy,,1,"Famous tour through the most beautiful beaches and scenery from the coast in our city. Direct contact with nature, also going through lagoons and dunes which brings surprises like camels in a gorgeous landscape. Normally it takes about 8 hours.",,,4,101,,,,false,true,2016-03-28T12:50:43.936Z,2016-03-28T12:50:43.936Z,"Dunas,Praias e Lagoas,  do Litoral Norte e Litoral Sul",resource,image/jpeg,51838,2016-03-28T12:50:43.794Z
271,Mariama Turismo,ana@mariamaturismo.com.br,2,Pacotes e excursões nacionais e internacionais.,-5.8345104,-35.2098916,8,68,,(84) 3206-9665,http://www.mariamaturismo.com.br,false,true,2016-03-28T12:50:46.934Z,2016-03-28T12:50:46.934Z,"Travessa Ministro Macedo Soares, 1 Lagoa Nova, Natal/RN - CEP: 59076-660",resource,image/jpeg,23030,2016-03-28T12:50:46.746Z
276,Banco do Brasil,,1,Banking service.,-5.824773,-35.224019,2,83,,(84) 32345014,www.bancobrasil.com.br/,false,true,2016-03-28T12:50:53.336Z,2016-03-28T12:50:53.336Z,"Avenida Capitão-Mor Gouveia, 1564,  Lagoa Nova, Natal/RN - CEP: 59063-400",resource,image/jpeg,59267,2016-03-28T12:50:53.209Z
277,Drogaria Amadeus,,2,Serviço de farmácia.,-5.855063,-35.199812,8,18,,(84) 3203-2030,www.grupoamadeus.com.br/,false,true,2016-03-28T12:50:54.231Z,2016-03-28T12:50:54.231Z,"Rua Romualdo Galvão, 1432 b,Lagoa Nova, Natal/RN - CEP: 59056-100",resource,image/jpeg,29462,2016-03-28T12:50:54.110Z
278,Pedra do Rosário,,1,"The Pedra do Rosário is where the image of the patroness of Natal, Nossa Senhora da Apresentação can be seen and it's appreciated by photographers and tourists for its beautiful sunset.",-5.7851754,-35.2111197,4,102,,,,false,true,2016-03-28T12:50:55.297Z,2016-03-28T12:50:55.297Z,"Avenida do Contorno, Cidade Alta, Natal/RN - CEP: 59025-460",resource,image/jpeg,48973,2016-03-28T12:50:55.148Z
273,Mercado da Redinha,,2,"É famoso por vender a conhecida iguaria local , ginga com tapioca, pode ser saboreada em muitos dos quiosques no mercado que está localizado na praia da Redinha.",37.4954478,-88.4185711,10,31,,,,false,true,2016-03-28T12:50:49.794Z,2016-06-08T12:25:38.466Z,"Avenida Senhor do Bonfim, Potengi, Natal/RN - CEP: 59120-000",resource,image/jpeg,129969,2016-03-28T12:50:49.597Z
281,Littoral Maximum Flat,maximum.reservas@littoral.com.br ,1,"Overlooking the sea the aparthotel has 78 apartments, business center, wi-fi in the reception, restaurant, swimming pool, fitness center, apartments Long Stay, parking and laundry services.",-5.8800966,-35.1748653,5,51,,(84) 4006.7800,http://www.littoral.com.br/maximumflat/,false,true,2016-03-28T12:50:59.674Z,2016-03-28T12:50:59.674Z,"Rua Vereador Manoel Sátiro, 248 Ponta Negra, Natal/RN - CEP: 59045-010",resource,image/jpeg,341593,2016-03-28T12:50:59.501Z
284,Cidade Alta,,1,"Neighborhood with popular trading and has the Rio Branco Road where you can find big retail clothing stores, appliances and electronics besides banks, bookstores and stationers, furniture and decor, beauty products stores and etc.",-5.7867053,-35.2067434,4,131,,,,false,true,2016-03-28T12:51:03.054Z,2016-03-28T12:51:03.054Z,"Avenida Rio Branco, Cidade Alta, Natal/RN - CEP: 59025-001",resource,image/jpeg,143645,2016-03-28T12:51:02.919Z
287,Palácio Potengi,pinacotecarn@gmail.com,1,"Important historical building also known as the state Pinacoteca, it was the former seat of the government. It still has the original furniture from the times of the palace. Currently hosts cultural and artistic events.",44.2106536,-93.92387839999999,4,102,,(84) 3211-7096,,false,true,2016-03-28T12:51:06.295Z,2016-03-28T12:51:06.295Z,"Praça Sete de Setembro, Cidade Alta, Natal/RN - CEP: 59025-300",resource,image/jpeg,134493,2016-03-28T12:51:06.145Z
289,Natal Dunnas Hotel,reservas@nataldunnas.com.br,1,"Only 50m from the beach and close to the main tourist points of pleasure. Offers standard, deluxe, super deluxe and master rooms.",-5.873427,-35.1819623,5,2,,(84) 3646 4000,www.nataldunnas.com.br,false,true,2016-03-28T12:51:19.100Z,2016-03-28T12:51:19.100Z,"Avenida Engenheiro Roberto Freire, 5248 Ponta Negra, Natal/RN - CEP: 59090-000",resource,image/jpeg,50758,2016-03-28T12:51:18.979Z
293,Museu da Aeronáutica,,2,"O museu, também conhecido como A Rampa é uma antiga estação de transporte de passageiros e correspondências, utilizada como base para receber hidroaviões.",-5.766470099999998,-35.2019304,10,11,,(84) 3202-1655,,false,true,2016-03-28T12:51:23.172Z,2016-03-28T12:51:23.172Z,"Rua Coronel Flamínio, Santos Reis, Natal/RN - CEP: 59010-500",resource,image/jpeg,215839,2016-03-28T12:51:22.909Z
296,Cuore di Panna,,2,"A Cuore di Panna tem sua produção toda artesanal, sendo feita pelo próprio João Dias, que diariamente prepara os gelatos. Atualmente, são cerca de 40 sabores diferentes, no entanto, por dia, são colocados 18 à disposição dos clientes.",-5.8736231,-35.1820668,9,81,,(84) 3301-3332,,false,true,2016-03-28T12:51:26.228Z,2016-03-28T12:51:26.228Z,"Av. Engenheiro Roberto Freire, 9028 - Capim Macio, Natal - RN",resource,image/jpeg,11410,2016-03-28T12:51:26.116Z
297,AABB Natal,aabbnatal@supercabo.com.br,1,"The Athletic Association of Brasil's Bank is a club with activities for the development of sport and leisure, offering a great variety of sports classes.
",-5.796262,-35.198992,4,126,,(84) 3211-4412,www.aabbnatal.com.br/,false,true,2016-03-28T12:51:27.360Z,2016-03-28T12:51:27.360Z,"Avenida Hermes da Fonseca - de 967 a 1313 -, Tirol, Natal/RN - CEP: 59014-615",resource,image/jpeg,83029,2016-03-28T12:51:27.221Z
298,Praia de Pirangi do Sul,,1,Located 22 km away from Natal. The small Pirangi South beach reveals the beautiful scenery of the Pirangi river meeting with the Atlantic Ocean.,-5.9857849,-35.1193764,4,86,,,,false,true,2016-03-28T12:51:30.505Z,2016-03-28T12:51:30.505Z,"RN-063, Pirangi do Sul, Nísia Floresta/RN",resource,image/jpeg,1322369,2016-03-28T12:51:29.638Z
299,Palacete da Viúva Machado,,2,"Construído em 1910 guarda em sua história a lenda da Viúva de Manuel Machado, que após a morte do marido, passou a não ser vista nas ruas da cidade levando a população a criar uma lenda urbana de que ela raptava crianças.",-5.7782183,-35.203231,10,31,,,,false,true,2016-03-28T12:51:32.177Z,2016-03-28T12:51:32.177Z,"Avenida Tavares de Lira, Ribeira, Natal/RN - CEP: 59012-050",resource,image/png,370064,2016-03-28T12:51:31.951Z
286,CCAB Sul,contato@ccabsul.com.br,2,"Centro comercial que reúne lojas, escritórios, barzinhos. É ao ar livre e fica localizado no bairro de Capim Macio na Avenida Roberto Freire.",27.3554695,42.048144,10,94,,,http://ccabsul.com.br/,false,true,2016-03-28T12:51:05.091Z,2016-04-08T17:32:02.790Z,"Avenida Engenheiro Roberto Freire, Capim Macio, Natal/RN - CEP: 59080-400",resource,image/jpeg,60948,2016-03-28T12:51:04.965Z
294,Museu de Arte Sacra,,1,Sacred Art Museum is small and have only three rooms with images of Saints from seventeenth to the twentieth century.,-5.7882831,-35.2093077,4,4,,(84) 3211-4236,,false,true,2016-03-28T12:51:24.609Z,2016-03-28T12:51:24.609Z,"Rua Santo Antônio, Cidade Alta, Natal/RN - CEP: 59025-520",resource,image/jpeg,164284,2016-03-28T12:51:24.321Z
303,Museu Café Filho,,2,Teve sua construção entre 1816 e 1820 por José Alexandre de Melo. Trata-se de um museu dedicado ao único potiguar a ocupar a cadeira de presidente da República.,-5.785536,-35.2087967,10,11,,(84) 3211-4620,www.memoriaviva.com.br,false,true,2016-03-28T12:51:37.649Z,2016-03-28T12:51:37.649Z,"Rua da Conceição, Cidade Alta, Natal/RN - CEP: 59025-270",resource,image/jpeg,110387,2016-03-28T12:51:37.409Z
304,HSBC Bank Brasil - Av. Rio Branco,,1,Banking service.,-5.7858842,-35.2065628,2,83,,(84) 3092-2400,www.hsbc.com.br/,false,true,2016-03-28T12:51:38.560Z,2016-03-28T12:51:38.560Z,"Avenida Rio Branco, 605, Cidade Alta, Natal/RN - CEP: 59025-001",resource,image/png,16409,2016-03-28T12:51:38.444Z
306,Rodoviária de Natal,,1,"The bus station got its official name as Bus Station Severino Tomaz, located in Cidade da Esperança, at the east side of the city.",-5.819684,-35.235075,2,60,,(84) 3205-2931,,false,true,2016-03-28T12:51:41.553Z,2016-03-28T12:51:41.553Z,"Avenida Capitão-Mor Gouveia, 1237,  Nossa Senhora de Nazaré, Natal/RN - CEP: 59060-400",resource,image/jpeg,109800,2016-03-28T12:51:41.427Z
308,Caixa Econômica Federal - Ponta Negra,,2,Serviços bancários.,-5.8733931,-35.1798221,8,40,,(84) 3646-5200,www.caixa.gov.br,false,true,2016-03-28T12:51:42.576Z,2016-03-28T12:51:42.576Z,"Avenida Engenheiro Roberto Freire, 1546, Capim Macio, Natal/RN - CEP: 59080-400",resource,image/jpeg,18887,2016-03-28T12:51:42.427Z
311,Igreja Matriz de N. S. da Apresentação,,1,"Best known as The Old Cathedral for being the first church in town. It is located in the Historic City Center,  Cidade Alta. Its capacity is for 250 people seated",-5.7929624,-35.20553880000001,4,127,,(84) 3615.2808,,false,true,2016-03-28T12:51:46.092Z,2016-03-28T12:51:46.092Z,"Praça André de Albuquerque, s/n - Cidade Alta. Natal-RN",resource,image/jpeg,109584,2016-03-28T12:51:45.915Z
315,Serhs Natal Grand Hotel,info@serhsnatalgrandhotel.com,1,"Luxury hotel with unique atmosphere and design. It has superior rooms, family room space, senior suites, junior suites and executive suites.",-5.8549427,-35.1839407,5,2,,(84) 4005 2000,http://www.serhsnatalgrandhotel.com,false,true,2016-03-28T12:51:52.661Z,2016-03-28T12:51:52.661Z,"Avenida Senador Dinarte Mariz, 6045 - Via Costeira, Natal - RN, 59090-002",resource,image/jpeg,53923,2016-03-28T12:51:52.539Z
316,Antigo Grande Hotel,,2,"Construção histórica do Brasil, hospedou durante seus tempos áureos os soldados Americanos que participavam da Segunda Guerra Mundial atualmente é sede do Juizado Especial Central da Comarca de Natal.",44.6053169,20.557546,10,31,,(84) 3616-6600,,false,true,2016-03-28T12:51:53.622Z,2016-03-28T12:51:53.622Z,"Avenida Duque de Caxias, Ribeira, Natal/RN - CEP: 59012-200",resource,image/jpeg,36895,2016-03-28T12:51:53.514Z
317,Corpo de Bombeiros,cbm@rn.gov.br,2,"Atendimento a sociedade em casos de emergências, atividades de defesa civil, orientação para prevenção de acidentes, etc.",-5.8056563,-35.2052158,8,90,,193,www.cbm.rn.gov.br/contentproducao/aplicacao/sesed_cbm/principal/enviados/index.asp,false,true,2016-03-28T12:51:55.107Z,2016-03-28T12:51:55.107Z,"Av. Prudente de Morais, 2410, Barro Vermelho, Natal/RN - CEP: 59022-545",resource,image/jpeg,335982,2016-03-28T12:51:54.959Z
318,Parrachos de Maracajaú,,1,"The crystal clear waters of Maracajaú, which is 55 km from Natal, allow an excellent dive to watch fish and marine life in the Parrachos. The route is approximately 7 km out to sea, until you reach the support platform. Consulting tourism agencies for tour packges.",,,4,88,,,www.maracajau.com.br,false,true,2016-03-28T12:51:56.252Z,2016-03-28T12:51:56.252Z,,resource,image/jpeg,67441,2016-03-28T12:51:56.128Z
319,Cunhaú & Baía Formosa,,1,"Ride on the beaches, mangroves and rivers. Lasts approximately 2 hours, passing through exuberant landscapes of the meeting of the river with the sea and the eco-tour through the mangroves.",,,4,88,,,http://www.barradocunhau.com.br/,false,true,2016-03-28T12:51:57.876Z,2016-03-28T12:51:57.876Z,-,resource,image/jpeg,416126,2016-03-28T12:51:57.719Z
320,Buongustaio,buongustaionatal@hotmail.com ,2,"O restaurante fica localizado na charmosa Avenida Afonso Pena. Possui um ambiente moderno e aconchegante, oferecendo também um terraço ideal para um ""happy hour"".",-5.7899111,-35.1977227,9,87,,(84) 3202-1143,www.restaurantebuongustaio.com.br/,false,true,2016-03-28T12:51:59.396Z,2016-03-28T12:51:59.396Z,"Avenida Afonso Pena, 444 Petrópolis, Natal/RN - CEP: 59020-100",resource,image/jpeg,312379,2016-03-28T12:51:59.225Z
313,Natal em Natal,,2,"Como o próprio nome já diz, a época do natal é especial para nossa cidade. Ela fica mais bela e recebe enfeites para entrar no clima natalino. O evento da prefeitura é marcado por apresentações culturais durante todo o período do mês de dezembro, onde o misto e a diversidade de shows e espetáculos surgem nos quatro cantos da cidade.",-,-,10,13,,,,false,true,2016-03-28T12:51:49.828Z,2016-06-09T10:39:52.584Z,-,resource,image/jpeg,32212,2016-03-28T12:51:49.681Z
321,Praia de Jacumã,,2,"Litoral Norte-Localizada a 33 km de Natal é uma das praias mais procuradas do litoral norte para o veraneio, com águas cercadas por arrecifes. Possui lagoa de mesmo nome.",-5.5769332,-35.236778,10,92,,,,false,true,2016-03-28T12:52:01.099Z,2016-03-28T12:52:01.099Z,"RN-306, Jacumã/Ceará Mirim-RN",resource,image/jpeg,380445,2016-03-28T12:52:00.860Z
322,Banco do Brasil - Av. Rio Branco,,1,Banking services.,-5.7885625,-35.2082005,2,83,,(84) 3216-4500,www.bancobrasil.com.br/,false,true,2016-03-28T12:52:02.165Z,2016-03-28T12:52:02.165Z,"Avenida Rio Branco, 510, 1º andar, Cidade Alta, Natal/RN - CEP: 59025-000",resource,image/jpeg,59267,2016-03-28T12:52:02.058Z
323,Boxe de Informação Turística EMPROTUR - Aeroporto Internacional Governador Aluízio Alves,,1,There the visitors can get tourist information about Natal and also about other tourists attractions.,-5.7640125,-35.3738629,2,63,,(84) 3343-6060,www.natalbrasil.tur.br/,false,true,2016-03-28T12:52:03.418Z,2016-03-28T12:52:03.418Z,"Rua Ruy Pereira dos Santos, S/N, São Gonçalo do Amarante/RN - CEP: 59290-000",resource,image/png,98991,2016-03-28T12:52:03.231Z
324,Av. Hermes da Fonseca,,1,"One of the main streets of Natal has shops, one mall, clinics, restaurants and schools.",-5.7960184,-35.199017,4,131,,,,false,true,2016-03-28T12:52:05.238Z,2016-03-28T12:52:05.238Z,"Avenida Hermes da Fonseca, Tirol, Natal/RN - CEP: 59020-095",resource,image/jpeg,550448,2016-03-28T12:52:05.018Z
